phid,sen_id,rep_id,name,given_name,additional_name,bio.prefname,family_name,honorific_prefix,honorific_suffix,gender,=birth,place_of_birth,=death
KF9,,H0219,Albert Green,Albert,Ernest,Albert,Green,The Hon.,,Male,1869-12-21,"Avoca, VIC",1940-10-02
KFA,,H0220,Roland Green,Roland,Frederick Herbert,Roland,Green,,,Male,1885-10-29,?,1947-04-27
KFD,,H0464,Arthur Greenup,Arthur,Edward,Arthur,Greenup,,,Male,1902-07-11,"Sydney, NSW",1980-08-03
KMX,S0285,,Ivor Greenwood,Ivor,John,Ivor,Greenwood,The Hon.,QC,Male,1926-11-15,"Melbourne, VIC",1976-10-13
KFE,,H0154,Henry Gregory,Henry,,Henry,Gregory,The Hon.,,Male,1860-03-15,"Kyneton, VIC",1940-11-15
86X,S0474,,Brian Greig,Brian,Andrew,Brian,Greig,,,Male,1966-02-22,"Freemantle, WA"
00AMP,,H0982,Sharon Grierson,Sharon,Joy,Sharon,Grierson,,,Female,1951-05-04,"Newcastle, NSW"
VU5,,H0858,Alan Griffin,Alan,Peter,Alan,Griffin,the Hon.,,Male,1960-02-23,"Melbourne, VIC"
0H4,,H0750,Alan Griffiths,Alan,Gordon,Alan,Griffiths,The Hon.,,Male,1952-09-04,"Melbourne, VIC"
KFG,,H0416,Charles Griffiths,Charles,Edward,Charles,Griffiths,,,Male,1903-06-26,"Jesmond, NSW",1982-05-17
220370,,H1073,Natasha Griggs,Natasha,Louise,Natasha,Griggs,,,Female,1969-01-24,"Adelaide, SA"
9V4,S0315,,Donald Grimes,Donald,James,Donald,Grimes,the Hon.,AO,Male,1937-10-04,"Albury, NSW"
KFI,,H0020,Arthur Groom,Arthur,Champion,Arthur,Groom,,,Male,1852-11-26,"Harefield, TAS",1922-03-22
KFK,,H0076,Littleton Groom,Littleton,Ernest,Littleton,Groom,the Hon. (later Sir),"KCMG, KC",Male,1867-04-22,"Toowoomba, QLD",1936-11-06
QK5,,H0674,Raymond Groom,Raymond,John,Raymond,Groom,The Hon.,,Male,1944-09-03,"Elsternwick, VIC"
KFL,,H0065,William Groom,William,Henry,William,Groom,the Hon. ,,Male,1833-03-09,"Plymouth, England",1901-08-08
C7D,S0301,,Margaret Guilfoyle,Margaret,Georgina Constance,Margaret,Guilfoyle,the Hon. (later Dame),OBE,Female,1926-05-15,"Belfast, Northern Ireland"
KFS,,H0241,Henry Gullett,Henry,Somer,Henry,Gullett,the Hon. (later Sir),KCMG ,Male,1878-03-26,"Toolamba West, VIC",1940-08-13
KFQ,,H0373,Jo Gullett,Henry,Baynton Somer,Jo,Gullett,,MC ,Male,1914-12-16,"London, England",1999-08-24
KFU,,H0594,Richard Gun,Richard,Townsend,Richard,Gun,,,Male,1936-05-27,"Adelaide, SA"
KN7,S0099,,James Guthrie,James,Francis,James,Guthrie,,,Male,1872-09-13,"Rich Avon Station, VIC",1958-08-18
KNB,S0044,,Robert Guthrie,Robert,Storrie,Robert,Guthrie,,,Male,1856-11-17,"Partick, Scotland",1921-01-20
KNN,S0078,,James Guy,James,,James,Guy,,,Male,1860-11-13,"Launceston, TAS",1921-08-23
KFW,S0205,H0265,James Guy,James,Allan,James,Guy,The Hon.,,Male,1890-11-30,"Launceston, TAS",1979-12-16
84T,,H0948,Barry Haase,Barry,Wayne,Barry,Haase,,,Male,1945-11-19,"Southern Cross, WA"
KFX,,H0362,James Hadley,James,William,James,Hadley,,,Male,1893-06-12,"Brisbane, QLD",1971-07-16
1H4,S0341,,Janine Haines,Janine,,Janine,Haines,,,Female,1945-05-08,"Tanunda, SA",2004-11-20
KFZ,,H0503,Hugh Halbert,Hugh,Victor,Hugh,Halbert,,,Male,1910-01-17,"Meckering, WA",1997-01-31
HWD,,H1034,Damian Hale,Damian,Francis,Damian,Hale,,,Male,1969-12-28,"Ipswich, QLD"
L6Z,,H0106,David Hall,David,Robert,David,Hall,the Hon. ,,Male,1874-03-05,"Harrietville, VIC",1945-09-06
83N,,H0949,Jill Hall,Jill,Griffiths,Jill,Hall,,,Female,1949-11-16,"Macksville, NSW"
2H4,S0316,H0731,Steele Hall,Raymond,Steele,Steele,Hall,the Hon. ,,Male,1928-11-30,"Balaklava, SA"
KGA,,H0542,John Hallett,John,Mead,John,Hallett,,,Male,1917-10-09,"Narrogin, WA",1999-08-09
3H4,,H0782,Robert Halverson,Robert,George,Robert,Halverson,the Hon.,OBE,Male,1937-10-22,"Springvale, VIC"
4H4,S0345,H0595,David Hamer,David,John,David,Hamer,,DSC,Male,1923-09-05,"Melbourne, VIC",2002-01-14
KGC,,H0380,Len Hamilton,Leonard,William,Len,Hamilton,,,Male,1899-07-07,"Jarrahdale, WA",1987-05-31
L77,,H0168,Alfred Hampson,Alfred,John,Alfred,Hampson,,,Male,1865-09-15,"Bendigo, VIC",1924-05-19
5H4,,H0751,Gerard Hand,Gerard,Leslie,Gerard,Hand,The Hon.,,Male,1942-06-30,"Melbourne, VIC"
KGF,,H0417,Jim Handby,Herbert,Harry,Jim,Handby,,,Male,1903-09-01,"Adelaide, SA",1991-10-02
KNR,S0206,,Clive Hannaford,Douglas,Clive,Clive,Hannaford,,,Male,1903-01-11,"Riverton, SA",1967-10-24
KNU,S0241,,George Hannan,George,Conrad,George,Hannan,,,Male,1910-09-10,"Wagga Wagga, NSW",2009-05-01
KGG,S0115,H0155,Joseph Hannan,Joseph,Francis,Joseph,Hannan,,,Male,1875,"Yorkshire, England",1943-03-14
KGH,,H0526,Brendan Hansen,Brendan,Percival,Brendan,Hansen,,,Male,1922-08-21,"Maryborough, QLD",1999-12-19
BK6,,H0908,Pauline Hanson,Pauline,Lee,Pauline,Hanson,,,Female,1954-05-27,"Brisbane, QLD"
I0U,S0527,,Sarah Hanson-Young,Sarah,Coral,Sarah,Hanson-Young,,,Female,1981-12-23,"Melbourne, VIC"
CK6,,H0909,Gary Hardgrave,Gary,Douglas,Gary,Hardgrave,the Hon.,,Male,1960-01-05,"Caringbah, NSW"
KGL,,H0527,Ted Harding,Ernest,William,Ted,Harding,,,Male,1921-06-12,"Bowen, QLD",2004-02-03
KNZ,S0145,,Charles Hardy,Charles,,Charles,Hardy,,,Male,1898-12-12,"Wagga Wagga, NSW",1941-08-27
KO8,S0017,,Edward Harney,Edward,Augustine St Aubyn,Edward,Harney,,,Male,1865-08-31,"Dublin, Ireland",1929-05-17
KNI,,H0021,Robert Harper,Robert,,Robert,Harper,,,Male,1842-02-01,"Glasgow, Scotland",1919-01-09
6H4,S0329,,Brian Harradine,Richard,William Brian,Brian,Harradine,,,Male,1935-01-09,"Quorn, SA",2014-04-14
KNK,,H0718,Graham Harris,Graham,Mcdonald,Graham,Harris,,,Male,1937-08-29,"Melbourne, VIC"
232369,S0192,,John Harris,John,,John,Harris,,,Male,1890-12-03,"Sydney, NSW",1974-10-05
8HC,S0480,,Len Harris,Leonard,William,Len,Harris,,,Male,1943-09-22,"Brisbane, QLD"
KNX,,H0287,Eric Harrison,Eric,John,Eric,Harrison,Rt. Hon. Sir,"PC, KCVO",Male,1892-09-07,"Surry Hills, NSW",1974-09-26
KNT,,H0286,Eric Harrison,Eric,Fairweather,Eric,Harrison,,,Male,1880-04-16,"Sydney, NSW",1948-04-15
KNM,,H0418,Jim Harrison,Eli,James,Jim,Harrison,,,Male,1903-10-12,"Port Macquarie, NSW",1976-09-09
KNY,,H0077,William Hartnoll,William,,William,Hartnoll,the Hon. ,,Male,1841-04-17,"Longford, TAS",1932-07-11
00AMM,,H0983,Luke Hartsuyker,Luke,,Luke,Hartsuyker,the Hon.,,Male,1959-04-28,"Muswellbrook, NSW"
7H4,,H0801,Elizabeth Harvey,Elizabeth,Robyn,Elizabeth,Harvey,,,Female,1946-10-19,?
KOB,,H0675,John Haslem,John,Whitton,John,Haslem,,,Male,1939-02-01,"Melbourne, VIC"
ZL6,,H0419,Paul Hasluck,Paul,Meernaa Caedwalla,Paul,Hasluck,Rt. Hon.,PC,Male,1905-04-01,"Fremantle, WA",1993-01-09
LN6,,H0936,Michael Hatton,Michael,John,Michael,Hatton,,,Male,1951-08-25,"Bankstown, NSW"
TU5,,H0859,Christopher Haviland,Christopher,Douglas,Christopher,Haviland,,,Male,1952-02-27,"Sydney, NSW"
HWO,,H1035,Alex Hawke,Alexander,George,Alex,Hawke,,,Male,1977-07-09,"Wollongson, NSW"
YD4,,H0719,Bob Hawke,Robert,James Lee,Bob,Hawke,The Hon.,"AC, GCL",Male,1929-12-09,"Bordertown, SA"
KOC,,H0266,Charles Hawker,Charles,Allan Seymour,Charles,Hawker,The Hon.,,Male,1894-05-16,"Clare, SA",1938-10-25
8H4,,H0767,David Hawker,David,Peter Maxwell,David,Hawker,the Hon.,,Male,1949-05-01,"Adelaide, SA"
KGP,,H0420,William Haworth,William,Crawford,William,Haworth,The Hon.,,Male,1905-04-15,"Melbourne, VIC",1984-12-01
KGV,,H0196,Alexander Hay,Alexander,,Alexander,Hay,Major,,Male,1865-01-08,"Auckland, New Zealand",1941-05-08
RK4,,H0528,William Hayden,William,George,William,Hayden,The Hon.,AC,Male,1933-01-23,"Brisbane, QLD"
ECV,,H1019,Chris Hayes,Christopher,Patrick,Chris,Hayes,,,Male,1955-07-17,"Sydney, NSW"
KOF,S0109,,John Hayes,John,Blyth,John,Hayes,The Hon.,CMG,Male,1868-04-21,"Bridgewater, TAS",1956-07-12
KGX,,H0363,Les Haylen,Leslie,Clement,Les,Haylen,,,Male,1898-09-23,"Queanbeyan, NSW",1977-09-12
KOJ,S0110,,Herbert Hays,Herbert,Ephraim Digby,Herbert,Hays,The Hon.,OBE,Male,1869-09-20,"Forth, TAS",1960-02-16
KOM,S0353,,Jean Hearn,Jean,Margaret,Jean,Hearn,,,Female,1921-03-30,"Launceston, TAS"
KOO,S0279,,Bill Heatley,William,Clarence,Bill,Heatley,,,Male,1920-07-11,"Townsville, QLD",1971-10-29
KGZ,,H0107,William Hedges,William,Noah,William,Hedges,,,Male,1856-07-16,"Hertfordshire, England",1935-11-21
C16,S0466,,Bill Heffernan,William,Daniel,Bill,Heffernan,the Hon.,,Male,1943-03-03,"Junee, NSW"
KH8,,H0174,Edward Heitmann,Edward,Ernest,Edward,Heitmann,,,Male,1878-06-03,"Bendigo, VIC",1934-01-30
KOS,S0045,,George Henderson,Christopher,George,George,Henderson,,,Male,1857-08-19,"Bedlington, England",1933-01-21
ZN4,,H1104,Sarah Henderson,Sarah,Moya,Sarah,Henderson,,,Female,1964-04-04,"Geelong, VIC"
KOU,S0193,,Bert Hendrickson,Albion,,Bert,Hendrickson,,,Male,1897-12-17,"Adelaide Lead, VIC",1977-04-28
00BCM,,H1105,Peter Hendy,Peter,William,Peter,Hendy,Dr,,Male,1962-01-10,"Brisbane, QLD"
E0L,,H1008,Stuart Henry,Stuart,Irwin,Stuart,Henry,,,Male,1946-06-21,"North Sydney, NSW"
KOW,S0207,,Denham Henty,Norman,Henry Denham,Denham,Henty,The Hon.,KBE,Male,1903-10-13,"Longford, TAS",1978-05-09
ZU5,,H0860,Marjorie Henzell,Marjorie,Madeline,Marjorie,Henzell,,,Female,1948-09-21,"Melbourne, VIC"
VW4,S0420,,John Herron,John,Joseph,John,Herron,The Hon.,,Male,1932-09-04,"Home Hill, QLD"
KHA,,H0624,Henry Hewson,Henry,Arthur,Henry,Hewson,,,Male,1914-12-31,"Korumburra, VIC",1999-11-20
9H4,,H0802,John Hewson,John,Robert,John,Hewson,Dr,,Male,1946-10-28,"Carlton, NSW"
AH4,,H0720,Noel Hicks,Noel,Jeffrey,Noel,Hicks,,,Male,1940-11-04,"Adelaide, SA"
KHC,,H0022,Henry Higgins,Henry,Bournes,Henry,Higgins,the Hon. ,,Male,1851-06-30,"Newtownards, Ireland",1929-01-13
KHE,S0018,H0128,William Higgs,William,Guy,William,Higgs,The Hon.,,Male,1862-01-18,"Wingham, NSW",1951-06-11
BH4,S0362,,Robert Hill,Robert,Murray,Robert,Hill,The Hon.,,Male,1946-09-25,"Adelaide, SA"
KHG,,H0188,William Hill,William,Caldwell,William,Hill,The Hon.,,Male,1866-04-14,"Dunolly, VIC",1939-11-15
KOZ,S0105,,Bert Hoare,Albert,Alfred,Bert,Hoare,,,Male,1874-11-22,"Alberton, SA",1962-01-21
83Y,,H0950,Kelly Hoare,Kelly,Joy,Kelly,Hoare,,,Female,1963-07-01,"Deniliquin, NSW"
DK6,,H0910,Joe Hockey,Joseph,Benedict,Joe,Hockey,the Hon.,,Male,1965-08-02,"Sydney, NSW"
00ATA,,H0650,John Hodges,John,Charles,John,Hodges,the Hon.,,Male,1937-10-03,"Brisbane, QLD"
BV4,,H0676,Michael Hodgman,William,Michael,Michael,Hodgman,The Hon.,AM QC,Male,1938-11-16,"Hobart, TAS",2013-06-19
218019,,H1106,Kevin Hogan,Kevin,John,Kevin,Hogan,,,Male,1963-08-11,"Port Augusta, SA"
7L6,S0462,,John Hogg,John,Joseph,John,Hogg,the Hon.,,Male,1949-03-19,"Brisbane, QLD"
KHI,,H0066,Frederick Holder,Frederick,William,Frederick,Holder,Rt. Hon. (later Sir),KCMG,Male,1850-05-12,"Happy Valley, SA",1909-07-23
CH4,,H0701,Allan Holding,Allan,Clyde,Allan,Holding,The Hon.,,Male,1931-04-27,"Melbourne, VIC",2011-07-31
DH4,,H0752,Colin Hollis,Colin,Patrick,Colin,Hollis,,,Male,1938-05-30,"Wauchope, NSW"
KHL,,H0267,Jack Holloway,Edward,James,Jack,Holloway,Rt. Hon.,PC,Male,1875-04-12,"Hobart, TAS",1967-12-03
KHO,,H0288,William Holman,William,Arthur,William,Holman,The Hon.,KC,Male,1871-08-04,"London, England",1934-06-05
KHQ,,H0482,Bob Holt,Robert,Wilfred,Bob,Holt,The Hon.,,Male,1914-06-09,"Launceston, TAS",1985-05-01
009MC,,H0320,Harold Holt,Harold,Edward,Harold,Holt,Rt. Hon.,,Male,1908-08-05,"Sydney, NSW",1967-12-19
KHS,,H0504,Rendle Holten,Rendle,Mcneilage,Rendle,Holten,The Hon.,,Male,1922-03-29,"Caulfield, VIC",1996-10-12
UU5,,H0861,Bob Horne,Robert,Hodges,Bob,Horne,,,Male,1939-12-18,"Newcastle, NSW"
ZD4,,H0651,John Howard,John,Winston,John,Howard,The Hon.,,Male,1939-07-26,"Earlwood, NSW"
247742,,H1107,Luke Howarth,Luke,Ronald,Luke,Howarth,,,Male,1972-06-06,"Brisbane, QLD"
EH4,,H0702,Brian Howe,Brian,Leslie,Brian,Howe,the Hon.,,Male,1936-01-28,"Melbourne, VIC"
KHU,,H0129,Robert Howe,Robert,,Robert,Howe,,,Male,1861,"Newcastle, England",1915-04-02
KHW,,H0175,Charles Howroyd,Charles,Richard,Charles,Howroyd,,,Male,1867-02-25,"Yorkshire, England",1917-05-10
KHY,,H0381,John Howse,John,Brooke,John,Howse,,,Male,1913-10-10,"Orange, NSW",2002-07-11
KI7,,H0221,Neville Howse,Sir,Neville Reginald,Neville,Howse,the Hon. Sir,"VC, KCB, KCMG",Male,1863-10-26,"Stogursey, England",1930-09-19
0095J,,H0483,Peter Howson,Peter,,Peter,Howson,The Hon.,,Male,1919-05-22,"London, England",2009-02-01
DQC,,H0023,Billy Hughes,William,Morris,Billy,Hughes,Rt. Hon.,"PC, CH, KC, ",Male,1862-09-25,"London, England",1952-10-28
IIS,,H0543,Thomas Hughes,Thomas,Eyre Forrest,Thomas,Hughes,The Hon.,QC,Male,1923-11-26,"Sydney, NSW"
83O,,H0951,Elizabeth Hull,Kay,Elizabeth,Elizabeth,Hull,,,Female,1954-02-03,"Guyra, NSW"
TT4,,H0834,Rob Hulls,Rob,Justin,Rob,Hulls,,,Male,1957-01-23,"Melbourne, VIC"
KIF,,H0421,Alan Hulme,Alan,Shallcross,Alan,Hulme,the Hon. (later Sir),KBE,Male,1907-02-14,"Mosman, NSW",1989-10-09
FH4,,H0703,Benjamin Humphreys,Benjamin,Charles,Benjamin,Humphreys,The Hon.,,Male,1934-08-17,"Brisbane, QLD"
KO6,S0496,,Gary Humphries,Gary,John Joseph,Gary,Humphries,,,Male,1958-07-06,"Sydney, NSW"
00AMV,,H0984,Greg Hunt,Gregory,Andrew,Greg,Hunt,the Hon.,,Male,1965-11-18,"Frankston, VIC"
GH4,,H0582,Ralph Hunt,Ralph,James Dunnet,Ralph,Hunt,The Hon.,,Male,1928-03-31,"Narrabri, NSW",2011-05-21
KIO,,H0210,James Hunter,James,Aitchison Johnston,James,Hunter,The Hon.,,Male,1882-07-04,"Springburn, Scotland",1968-10-26
AV4,,H0596,Chris Hurford,Christopher,John,Chris,Hurford,The Hon.,AO,Male,1931-07-30,?
E4U,S0501,,Annette Hurley,Annette,Kay,Annette,Hurley,,,Female,1955-03-23,"Adelaide, SA"
KIR,,H0222,Geoffry Hurry,Geoffry,,Geoffry,Hurry,Lieutenant-Colonel,"DSO, VD",Male,1868-09-15,"Kyneton, VIC",1951-02-07
91219,,H1074,Ed Husic,Edham,Nurredin,Ed,Husic,the Hon.,,Male,1970-02-03,"Sydney, NSW"
KIU,,H0289,Arthur Hutchin,Arthur,William,Arthur,Hutchin,,DSO,Male,1887-03-03,"Bathurst, NSW",1965-06-12
84P,S0473,,Steve Hutchins,Stephen,Patrick,Steve,Hutchins,,,Male,1956-04-22,"Sydney, NSW"
212585,,H1108,Eric Hutchinson,Eric,Russell,Eric,Hutchinson,,,Male,1965-06-19,"Launceston, TAS"
KIX,,H0290,William Hutchinson,William,Joseph,William,Hutchinson,,,Male,1904-01-07,"Maindample, VIC",1967-09-29
KJ8,,H0083,James Hutchison,James,,James,Hutchison,the Hon. ,,Male,1859-04-20,"Aberdeen, Scotland",1909-12-06
9W4,,H0652,John Hyde,John,Martin,John,Hyde,,,Male,1936-02-02,"Perth, WA"
KJA,,H0625,Ted Innes,Urquhart,Edward,Ted,Innes,,,Male,1925-02-12,"Melbourne, VIC",2010-05-28
HYM,,H1036,Steve Irons,Stephen,James,Steve,Irons,,,Male,1958-09-01,"Melbourne, VIC"
KJC,,H0108,Hans Irvine,Hans,William Henry,Hans,Irvine,,,Male,1856-08-02,"Melbourne, VIC",1922-07-11
KJE,,H0109,William Irvine,William,Hill,William,Irvine,the Hon. (later Sir),"KCMG, KC",Male,1858-07-06,"Newry, Ireland",1943-08-20
83Z,,H0952,Julia Irwin,Julia,Claire,Julia,Irwin,,,Female,1951-11-08,"Sydney, NSW"
KJG,,H0544,Les Irwin,Leslie,Herbert,Les,Irwin,,MBE EC,Male,1898-05-01,"Newcastle, NSW",1985-01-28
KJI,,H0024,Isaac Isaacs,Isaac,Alfred,Isaac,Isaacs,Rt. Hon. ,KC,Male,1855-08-06,"Melbourne, VIC",1948-02-11
KJK,,H0422,William Jack,William,Mathers,William,Jack,,,Male,1892-05-01,"Dundee, Scotland",1982-09-14
KJM,,H0197,David Jackson,David,Sydney,David,Jackson,,,Male,1889-06-06,"Launceston, TAS",1941-02-28
00AN2,,H0985,Sharryn Jackson,Sharryn,Maree,Sharryn,Jackson,,,Female,1962-02-12,"Perth, WA"
CV4,,H0597,Ralph Jacobi,Ralph,,Ralph,Jacobi,,AM,Male,1928-12-04,"Keswick, SA",2002-01-15
0E4,,H0783,Carolyn Jakobsen,Carolyn,Anne,Carolyn,Jakobsen,,,Female,1947-09-11,"Auckland, New Zealand"
KJO,,H0512,Albert James,Albert,William,Albert,James,,,Male,1914-09-22,"Collie, WA",2006-09-30
KJQ,,H0255,Rowley James,Rowland,,Rowley,James,,,Male,1885-06-14,"Lambton, NSW",1962-07-04
KJU,,H0566,Alan Jarman,Alan,William,Alan,Jarman,,,Male,1923-07-22,"Melbourne, VIC",1992-11-14
EK6,,H0911,Susan Jeanes,Susan,Barbara,Susan,Jeanes,,,Female,1958-02-24,"Glenelg, SA"
HH4,,H0798,Harry Jenkins,Henry,Alfred,Harry,Jenkins,,,Male,1952-08-18,"Melbourne, VIC"
DRW,,H0598,Henry Jenkins,Henry,Alfred,Henry,Jenkins,the Hon. Dr,AM,Male,1925-09-24,"Caulfield, VIC",2004-07-27
IH4,S0403,,Jean Jenkins,Jean,Alice,Jean,Jenkins,,,Female,1938-03-16,"Bristol, England"
KK7,,H0291,John Jennings,John,Thomas,John,Jennings,,,Male,1878-12-19,"Melbourne, VIC",1968-12-20
DYN,,H1009,Dennis Jensen,Dennis,Geoffrey,Dennis,Jensen,Dr,,Male,1962-02-28,"Johannesburg, South Africa"
KK9,,H0130,Jens Jensen,Jens,August,Jens,Jensen,The Hon.,,Male,1865-05-02,"Sebastopol, VIC",1936-11-16
KKB,,H0513,John Jess,John,David,John,Jess,,CBE,Male,1922-04-15,"Melbourne, VIC",2003-10-18
KKD,S0302,H0567,Don Jessop,Donald,Scott,Don,Jessop,,,Male,1927-06-21,"Adelaide, SA"
JH4,,H0803,Gary Johns,Gary,Thomas,Gary,Johns,the Hon.,,Male,1952-08-29,"Melbourne, VIC"
K99,,H0084,Elliot Johnson,William,Elliot,Elliot,Johnson,the Hon. (later Sir),KCMG,Male,1862-04-10,"Newcastle upon Tyne, England",1932-12-08
K9G,,H0350,Herbert Johnson,Herbert,Victor,Herbert,Johnson,The Hon.,,Male,1889-10-25,"Northampton, WA",1962-07-10
K9J,,H0599,Leonard Johnson,Leonard,Keith,Leonard,Johnson,,,Male,1929-03-28,"Melbourne, VIC",1995-09-24
K9M,,H0484,Leslie Johnson,Leslie,Royston,Leslie,Johnson,The Hon.,,Male,1924-11-22,"Sydney, NSW",2015-05-26
00AMX,,H0986,Michael Johnson,Michael,Andrew,Michael,Johnson,,,Male,1970-01-31,"Hong Kong, Hong Kong"
K9O,,H0677,Peter Johnson,Peter,Francis,Peter,Johnson,,,Male,1943-08-27,"Sydney, NSW"
K9R,,H0131,William Johnson,William,James,William,Johnson,,,Male,1871,"Yass, NSW",1916-07-30
00AON,S0487,,David Johnston,David,Albert Lloyd,David,Johnston,the Hon.,,Male,1956-02-14,"Perth, WA"
KP8,S0136,,Edward Johnston,Edward,Bertram,Edward,Johnston,,,Male,1880-01-11,"Geraldton, WA",1942-09-06
K9V,,H0704,James Johnston,James,Roger,James,Johnston,,,Male,1930-06-18,"Melbourne, VIC"
NL6,,H0912,Ricky Johnston,Henrike,,Ricky,Johnston,,,Female,1943-09-29,"Meissen, Germany"
KA7,,H0165,Edward Jolley,Edward,Francis George,Edward,Jolley,,,Male,1874,"Maryborough, VIC",1915-01-01
KA9,,H0326,William Jolly,William,Alfred,William,Jolly,,CMG,Male,1882-09-11,"Brisbane, QLD",1955-05-30
KAB,,H0568,Andrew Jones,Andrew,Thomas,Andrew,Jones,,,Male,1944-05-26,"Adelaide, SA"
KH4,,H0705,Barry Jones,Barry,Owen,Barry,Jones,the Hon.,AO,Male,1932-10-11,"Geelong, VIC"
KDV,,H0505,Charles Jones,Charles,Keith,Charles,Jones,The Hon.,,Male,1917-09-12,"Newcastle, NSW",2003-08-07
96430,,H1075,Ewen Jones,Ewen,Thomas,Ewen,Jones,,,Male,1960-03-07,"Quilpie, QLD"
LH4,S0363,,Gerry Jones,Gerry,Norman,Gerry,Jones,,,Male,1932-08-16,"Roma, QLD"
KDW,,H0256,Paul Jones,Paul,,Paul,Jones,,,Male,1878-06-15,"Gaffneys Creek, VIC",1972-12-27
A9B,,H1076,Stephen Jones,Stephen,Patrick,Stephen,Jones,,,Male,1965-06-29,"Sydney, NSW"
KDX,,H0456,Robert Joshua,Robert,,Robert,Joshua,,MC ,Male,1906-06-06,"Prahran, VIC",1970-06-02
KDY,,H0458,Percy Joske,Percy,Ernest,Percy,Joske,,QC,Male,1895-10-05,"Melbourne, VIC",1981-04-25
KDZ,,H0184,Edmund Jowett,Edmund,,Edmund,Jowett,,,Male,1858-01-06,"Bradford, England",1936-04-14
E5D,S0502,H1109,Barnaby Joyce,Barnaby,Thomas Gerard,Barnaby,Joyce,the Hon.,,Male,1967-04-17,"Tamworth, NSW"
MH4,,H0678,David Jull,David,Francis,David,Jull,The Hon.,,Male,1944-10-04,"Kingaroy, QLD",2011-09-13
KPA,S0295,,Jack Kane,John,Thomas,Jack,Kane,,,Male,1908-07-23,"Burraga, NSW",1988-10-27
1V5,,H0569,Bob Katter,Robert,Cummin,Bob,Katter,the Hon.,,Male,1918-09-05,"Brisbane, QLD",1990-03-18
HX4,,H0862,Bob Katter,Robert,Carl,Bob,Katter,the Hon.,,Male,1945-05-22,"Cloncurry, QLD"
KPC,S0194,,Fred Katz,Frederick,Carl,Fred,Katz,,,Male,1887-05-21,"Adelaide, SA",1960-12-13
KE4,S0171,H0268,Dick Keane,Richard,Valentine,Dick,Keane,,,Male,1881-02-14,"Beechworth, VIC",1946-04-26
KE7,,H0489,Victor Kearney,Victor,Dennis,Victor,Kearney,,,Male,1903-12-10,"Armidale, NSW",1982-01-21
KPE,S0019,,John Keating,John,Henry,John,Keating,The Hon.,,Male,1872-06-28,"Hobart, TAS",1940-10-31
NH4,,H0600,Paul Keating,Paul,John,Paul,Keating,The Hon.,,Male,1944-01-18,"Sydney, NSW"
KPG,S0274,,Jim Keeffe,James,Bernard,Jim,Keeffe,,,Male,1919-08-20,"Atherton, QLD",1988-05-15
E0J,,H1010,Michael Keenan,Michael,Fayat,Michael,Keenan,the Hon.,,Male,1972-03-19,"Perth, WA"
KE8,,H0423,Bruce Kekwick,Bruce,Huntley,Bruce,Kekwick,,,Male,1910-04-24,SA,1982-02-02
009MM,,H0506,Charles Kelly,Charles,Robert,Charles,Kelly,The Hon.,,Male,1912-06-22,"Riverton, SA",1997-01-17
99931,,H1077,Craig Kelly,Craig,,Craig,Kelly,,,Male,1963-09-29,"Sydney, NSW"
FK6,,H0913,De-Anne Kelly,De-Anne,Margaret,De-Anne,Kelly,the Hon.,,Female,1954-03-21,"Rockhampton, QLD"
GK6,,H0914,Jackie Kelly,Jacqueline,Marie,Jackie,Kelly,the Hon.,,Female,1964-02-18,"Upper Hutt, New Zealand"
HRI,,H1037,Mike Kelly,Michael,Joseph,Mike,Kelly,The Hon. Dr,AM,Male,1960-02-23,"Adelaide, SA"
OH4,,H0721,Roslyn Kelly,Roslyn,Joan,Roslyn,Kelly,,,Female,1948-01-25,"Sydney, NSW"
KEA,,H0085,William Kelly,William,Henry,William,Kelly,The Hon.,,Male,1877-12-01,"Sydney, NSW",1960-01-27
BT4,,H0835,David Kemp,David,Alistair,David,Kemp,The Hon.,,Male,1941-10-14,"Melbourne, VIC"
WW4,S0421,,Rod Kemp,Charles,Roderick,Rod,Kemp,The Hon.,,Male,1944-12-21,"Melbourne, VIC"
KPI,S0208,,Roy Kendall,Roy,,Roy,Kendall,,,Male,1899-06-09,"London, England",1972-03-09
KEB,,H0156,William Kendell,William,,William,Kendell,,,Male,1851-03-06,"Mount Pleasant, SA",1922-10-20
KEC,,H0583,Andrew Kennedy,Andrew,David,Andrew,Kennedy,,,Male,1940-03-20,"Ulverstone, TAS"
KED,,H0025,Thomas Kennedy,Thomas,James,Thomas,Kennedy,,,Male,1860-06-14,"Moonee Ponds, VIC",1929-02-16
KPK,S0236,,Pat Kennelly,Patrick,John,Pat ,Kennelly,the Hon.,,Male,1900-06-03,"Northcote, VIC",1981-10-12
PH4,,H0722,Lewis Kent,Lewis,,Lewis,Kent,,,Male,1927-09-08,"Subotica, Yugoslavia",2014-06-22
KEE,,H0424,Wilfrid Kent Hughes,Wilfrid,Selwyn,Wilfrid,Kent Hughes,(later Sir),"KBE, MVO, MC",Male,1895-06-12,"East Melbourne, VIC",1970-07-31
KEI,,H0601,Len Keogh,Leonard,Joseph,Len,Keogh,,,Male,1931-06-02,?,2007-10-10
KEJ,,H0425,Stan Keon,Standish,Michael,Stan,Keon,,,Male,1915-07-02,"Carlton, VIC",1987-01-22
